split,scene_class,sha256,source_path,source_manifest_path,dataset_path
train,dry_road,f321972492488fb979c7c72cc805d515266167acfa155a020af96ec2dd1ba2a2,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\dry_road\044_downloads_dry_dry_raod_16.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/dry_road/044_downloads_dry_dry_raod_16.jpg,training_data/scene_classifier/train/dry_road/0056_044_downloads_dry_dry_raod_16.jpg
test,dry_road,f3312fd3b72f885792cf00cb67d9462d70791b64733d74d8243493183aadfa63,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\dry_road\005_dry_draught_1.jpg,training_data/road_scene_classifier/train/dry_road/005_dry_draught_1.jpg,training_data/scene_classifier/test/dry_road/0057_005_dry_draught_1.jpg
test,dry_road,f60c83a9dd960c4080310388fead7e1c392b66ecaf478710f71b23de0a11c850,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\dry_road\045_downloads_dry_dry_raod_27.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/dry_road/045_downloads_dry_dry_raod_27.jpg,training_data/scene_classifier/test/dry_road/0058_045_downloads_dry_dry_raod_27.jpg
train,dry_road,f9f5793e3e7f643a555284fe2146026111b76fd8b1439e68b10359ec531ea0a6,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\dry_road\010_dry_lonely-trees-beside-dirt-road.webp,training_data/road_scene_classifier/validation/dry_road/010_dry_lonely-trees-beside-dirt-road.webp,training_data/scene_classifier/train/dry_road/0059_010_dry_lonely-trees-beside-dirt-road.webp
train,wet_road,0107b7802106088ea5e1f86610a775a929b350531561127478a754c0816579ad,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\001_downloads_wet_wet_raod_01.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/001_downloads_wet_wet_raod_01.jpg,training_data/scene_classifier/train/wet_road/0001_001_downloads_wet_wet_raod_01.jpg
validation,wet_road,01193d6dfafb4e6deb9b982ef3d22fae15edede70fc96c5234313e7c26cb5c2e,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\002_downloads_wet_wet_raod_05.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/002_downloads_wet_wet_raod_05.jpg,training_data/scene_classifier/validation/wet_road/0002_002_downloads_wet_wet_raod_05.jpg
train,wet_road,0671c014dbfc0002eef5e646b55578ac326549cb99866a1dd3dc12caff41208b,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\003_downloads_wet_wet_raod_47.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/003_downloads_wet_wet_raod_47.jpg,training_data/scene_classifier/train/wet_road/0003_003_downloads_wet_wet_raod_47.jpg
test,wet_road,08fe017c77e22e6a9d971a826b504a4f1586ff49c4d0ede6dbacede458f205fe,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\004_wet road _12.jpg,training_data/road_scene_classifier/train/wet_road/004_wet road _12.jpg,training_data/scene_classifier/test/wet_road/0004_004_wet road _12.jpg
test,wet_road,0d54eb42ab754cdc204c4a9bb10854dfa32256f15ba3faf69727057026a020c0,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\004_downloads_wet_wet_raod_36.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/004_downloads_wet_wet_raod_36.jpg,training_data/scene_classifier/test/wet_road/0005_004_downloads_wet_wet_raod_36.jpg
validation,wet_road,112e1dedfdcb47f15e19a6d2b41f3d256e04f1457b2b2dcdfa1acdaa867fa2bf,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\005_wet road _2.jpg,training_data/road_scene_classifier/train/wet_road/005_wet road _2.jpg,training_data/scene_classifier/validation/wet_road/0006_005_wet road _2.jpg
train,wet_road,17bcc054929fcd9ee75cf98296439f769a4779c6df278a27dec704573b06761a,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\005_downloads_wet_wet_raod_49.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/005_downloads_wet_wet_raod_49.jpg,training_data/scene_classifier/train/wet_road/0007_005_downloads_wet_wet_raod_49.jpg
train,wet_road,1a916bccacca2969932a4a07c7ff61a5d29c611d66209e692f6d9cec9a2d888a,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\006_downloads_wet_wet_raod_25.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/006_downloads_wet_wet_raod_25.jpg,training_data/scene_classifier/train/wet_road/0008_006_downloads_wet_wet_raod_25.jpg
train,wet_road,1beb371ace9253a7d73bc7e08fc0be6c22d572de68b8c9e38e261084bcf30da5,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\007_downloads_wet_wet_raod_03.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/007_downloads_wet_wet_raod_03.jpg,training_data/scene_classifier/train/wet_road/0009_007_downloads_wet_wet_raod_03.jpg
validation,wet_road,1db3eb4dd1d785cfdb015b16a2d416057686fab503c67a3d5f1fc9b0fe602b27,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\008_downloads_wet_wet_raod_43.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/008_downloads_wet_wet_raod_43.jpg,training_data/scene_classifier/validation/wet_road/0010_008_downloads_wet_wet_raod_43.jpg
test,wet_road,1dd6b0add536c3db55f5b7707f3bf42e3799fbfedc08b374111f8221b22f7073,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\009_downloads_wet_wet_raod_45.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/009_downloads_wet_wet_raod_45.jpg,training_data/scene_classifier/test/wet_road/0011_009_downloads_wet_wet_raod_45.jpg
train,wet_road,1f1601e2fb8bd4b4bede7aa0c987065e1de7edbfab20dc04d0561a747c9fa509,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\007_wet road _4.jpg,training_data/road_scene_classifier/train/wet_road/007_wet road _4.jpg,training_data/scene_classifier/train/wet_road/0012_007_wet road _4.jpg
train,wet_road,229bb901e99846964ee7e7d356520eeed7e56bdead573140ee6464d44ff9f199,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\010_downloads_wet_wet_raod_34.webp,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/010_downloads_wet_wet_raod_34.webp,training_data/scene_classifier/train/wet_road/0013_010_downloads_wet_wet_raod_34.webp
train,wet_road,26bb213c5b2c9fa8817cdd0446ca670315a374e38e2571dafac0a2cf98e7dccb,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\011_downloads_wet_wet_raod_09.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/011_downloads_wet_wet_raod_09.jpg,training_data/scene_classifier/train/wet_road/0014_011_downloads_wet_wet_raod_09.jpg
train,wet_road,2a05ae81101b3a2f5024c7be81d7a6064d709c3f5bf27a47ac5152e3a379fde4,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\012_downloads_wet_wet_raod_07.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/012_downloads_wet_wet_raod_07.jpg,training_data/scene_classifier/train/wet_road/0015_012_downloads_wet_wet_raod_07.jpg
train,wet_road,2bd21799952700d7ccf771606439f815571da2774c749fea8ceae95041325aa2,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\013_downloads_wet_wet_raod_16.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/013_downloads_wet_wet_raod_16.jpg,training_data/scene_classifier/train/wet_road/0016_013_downloads_wet_wet_raod_16.jpg
test,wet_road,308f3a128d326c37c1a611315ea1fe74816823f3a15ee55f3f2ea664800d1955,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\014_downloads_wet_wet_raod_19.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/014_downloads_wet_wet_raod_19.jpg,training_data/scene_classifier/test/wet_road/0017_014_downloads_wet_wet_raod_19.jpg
validation,wet_road,343bdb05a7acee0e8d1afb2d5ed55f23b6b1e8ca3580c24a11d278115c4d4775,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\015_downloads_wet_wet_raod_26.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/015_downloads_wet_wet_raod_26.jpg,training_data/scene_classifier/validation/wet_road/0018_015_downloads_wet_wet_raod_26.jpg
train,wet_road,37845b9f6d665cdaec16c697921d22185e4d1251bb9f4a06e96f9ac51dbe5146,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\016_downloads_wet_wet_raod_44.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/016_downloads_wet_wet_raod_44.jpg,training_data/scene_classifier/train/wet_road/0019_016_downloads_wet_wet_raod_44.jpg
test,wet_road,3cd7842f05756bef15b45686ce14bb6af741a10aca4a112480fb8e3d3a111edb,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\017_downloads_wet_wet_raod_14.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/017_downloads_wet_wet_raod_14.jpg,training_data/scene_classifier/test/wet_road/0020_017_downloads_wet_wet_raod_14.jpg
train,wet_road,497ce5a774a5cdc2e39286603deaa858e91a31a521dd99c568d66160844862c5,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\018_downloads_wet_wet_raod_06.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/018_downloads_wet_wet_raod_06.jpg,training_data/scene_classifier/train/wet_road/0021_018_downloads_wet_wet_raod_06.jpg
test,wet_road,5649c5c2d644b55e60580ea5a2b60fb02d3000ff755cf1bd4e0cb73cd7c94942,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\019_downloads_wet_wet_raod_41.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/019_downloads_wet_wet_raod_41.jpg,training_data/scene_classifier/test/wet_road/0022_019_downloads_wet_wet_raod_41.jpg
train,wet_road,5abff5131b294903c6613fe168517dcfaa141b6786a6e63506b357f06c10d75f,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\020_downloads_wet_wet_raod_21.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/020_downloads_wet_wet_raod_21.jpg,training_data/scene_classifier/train/wet_road/0023_020_downloads_wet_wet_raod_21.jpg
validation,wet_road,69dd40569ab95045cce4ddffc874da0bf0935d4e7bcff141f6b101df3fe49dd2,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\021_downloads_wet_wet_raod_22.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/021_downloads_wet_wet_raod_22.jpg,training_data/scene_classifier/validation/wet_road/0024_021_downloads_wet_wet_raod_22.jpg
train,wet_road,73d6bb70699936c603ab61a47475885ab14c6773b07d04548f2a16f8330b942f,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\008_wet road _5.jpg,training_data/road_scene_classifier/train/wet_road/008_wet road _5.jpg,training_data/scene_classifier/train/wet_road/0025_008_wet road _5.jpg
validation,wet_road,792f85c67022ef13201131aa2235fe10140b27f4846578ea017a9b958246a463,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\003_wet road _11.jpg,training_data/road_scene_classifier/train/wet_road/003_wet road _11.jpg,training_data/scene_classifier/validation/wet_road/0026_003_wet road _11.jpg
test,wet_road,7d21188223eb0917eeffaba54d4dc21a5d3fddf55730aa177847dd4c0d12e2ee,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\022_downloads_wet_wet_raod_08.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/022_downloads_wet_wet_raod_08.jpg,training_data/scene_classifier/test/wet_road/0027_022_downloads_wet_wet_raod_08.jpg
train,wet_road,882e494b17c5b71655a881805c94328ab8fa94ca03e0767a1d702218f43cb0af,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\023_downloads_wet_wet_raod_38.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/023_downloads_wet_wet_raod_38.jpg,training_data/scene_classifier/train/wet_road/0028_023_downloads_wet_wet_raod_38.jpg
train,wet_road,8bef32ed546a2d9342d4719f44a8f36673a84fd1f34e5bcd4b8c0a8652d51f11,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\024_downloads_wet_wet_raod_42.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/024_downloads_wet_wet_raod_42.jpg,training_data/scene_classifier/train/wet_road/0029_024_downloads_wet_wet_raod_42.jpg
train,wet_road,9065d753b73edbcefed5cb566104ec1ee97335bc404ed44ddabcf4e49cd42701,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\025_downloads_wet_wet_raod_50.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/025_downloads_wet_wet_raod_50.jpg,training_data/scene_classifier/train/wet_road/0030_025_downloads_wet_wet_raod_50.jpg
test,wet_road,926b6df8f50c78e223680a446f6b7ab3f5ad8a26314cc0e64a0e7fadfbbe1d91,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\026_downloads_wet_wet_raod_10.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/026_downloads_wet_wet_raod_10.jpg,training_data/scene_classifier/test/wet_road/0031_026_downloads_wet_wet_raod_10.jpg
train,wet_road,958b1c413be04e6ea1a0d72672c0c8288e9646fb084eeeb135ae1d53acc21b27,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\027_downloads_wet_wet_raod_46.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/027_downloads_wet_wet_raod_46.jpg,training_data/scene_classifier/train/wet_road/0032_027_downloads_wet_wet_raod_46.jpg
train,wet_road,9802ed2cc8d34bc2783380741fe5fddd180c97e57705c96dab594e0deda81605,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\028_downloads_wet_-rain-soaked-street-nighttime-vehicles-driving-puddles.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/028_downloads_wet_-rain-soaked-street-nighttime-vehicles-driving-puddles.jpg,training_data/scene_classifier/train/wet_road/0033_028_downloads_wet_-rain-soaked-street-nighttime-vehicles-driving-puddles.jpg
train,wet_road,9895c67b13bc31c261965745e470c2c1af0f82d20d049c34b32309677837a754,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\001_wet road _1.jpg,training_data/road_scene_classifier/train/wet_road/001_wet road _1.jpg,training_data/scene_classifier/train/wet_road/0034_001_wet road _1.jpg
train,wet_road,995133dbb11ae235da9da6649a05f245db0be4015424744a7dab2d12afe3cd49,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\029_downloads_wet_wet_raod_13.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/029_downloads_wet_wet_raod_13.jpg,training_data/scene_classifier/train/wet_road/0035_029_downloads_wet_wet_raod_13.jpg
test,wet_road,9e4a20216dfdfcafd44fa3262203ccbc5da3cecda2834ace6b459bf011bd085e,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\030_downloads_wet_wet_raod_23.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/030_downloads_wet_wet_raod_23.jpg,training_data/scene_classifier/test/wet_road/0036_030_downloads_wet_wet_raod_23.jpg
train,wet_road,9f274d45e1dfcee5492e0db890f6e1fab898368f213b86d905faf305550f3215,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\010_wet road _7.jpg,training_data/road_scene_classifier/test/wet_road/010_wet road _7.jpg,training_data/scene_classifier/train/wet_road/0037_010_wet road _7.jpg
train,wet_road,9fdc252150c4877c2c90af104d77bf2823e93a95dffe51a122171d261e6f6ef1,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\031_downloads_wet_wet_raod_18.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/031_downloads_wet_wet_raod_18.jpg,training_data/scene_classifier/train/wet_road/0038_031_downloads_wet_wet_raod_18.jpg
train,wet_road,a0c8e947c092850db62907c3965478a09599a6b9dbc7dc5deafc422b9ca3f016,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\032_downloads_wet_wet_raod_48.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/032_downloads_wet_wet_raod_48.jpg,training_data/scene_classifier/train/wet_road/0039_032_downloads_wet_wet_raod_48.jpg
train,wet_road,a60066fe892cebf7867008c864e53a76e3a393af8623dc769d0a6e6794098267,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\033_downloads_wet_wet_raod_04.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/033_downloads_wet_wet_raod_04.jpg,training_data/scene_classifier/train/wet_road/0040_033_downloads_wet_wet_raod_04.jpg
train,wet_road,ab316d58f192c888e1dcc49bbbb6dd2eeaffc6eb0fe13560f65788faa3ab7fc7,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\wet_road\009_wet road _6.jpg,training_data/road_scene_classifier/validation/wet_road/009_wet road _6.jpg,training_data/scene_classifier/train/wet_road/0041_009_wet road _6.jpg
test,wet_road,ab8d077045f5245bc7ccd0d4a8cd760d83ec4813302e9d386590d26fd908b408,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\034_downloads_wet_wet_raod_29.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/wet_road/034_downloads_wet_wet_raod_29.jpg,training_data/scene_classifier/test/wet_road/0042_034_downloads_wet_wet_raod_29.jpg
train,wet_road,aeb66ed17bbd98b35c66fb38a191a7171c16d65d7b7dcac101cfd73f635db3fb,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\wet_road\035_downloads_wet_wet_raod_20.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/validation/wet_road/035_downloads_wet_wet_raod_20.jpg,training_data/scene_classifier/train/wet_road/0043_035_downloads_wet_wet_raod_20.jpg
train,wet_road,af1d4f810f87f472831767e30e32a1745ab36365df5c0b935f831d94980c7cbf,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\wet_road\036_downloads_wet_wet_raod_39.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/validation/wet_road/036_downloads_wet_wet_raod_39.jpg,training_data/scene_classifier/train/wet_road/0044_036_downloads_wet_wet_raod_39.jpg
test,wet_road,b176b399477ac34f3795097560659da2abdee976fa0826b4dc58614c4c058bba,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\002_wet road _10.jpg,training_data/road_scene_classifier/train/wet_road/002_wet road _10.jpg,training_data/scene_classifier/test/wet_road/0045_002_wet road _10.jpg
train,wet_road,b63ddf5c2db39966c66856d0ce589c9ee5078861ac89b699ea08b150c33f85b4,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\wet_road\037_downloads_wet_wet_raod_27.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/validation/wet_road/037_downloads_wet_wet_raod_27.jpg,training_data/scene_classifier/train/wet_road/0046_037_downloads_wet_wet_raod_27.jpg
train,wet_road,ba70c7f90b5143cae71a10570ff995ef2b1dc916c945bfa082f52ceda19edbc1,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\wet_road\038_downloads_wet_wet_raod_28.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/validation/wet_road/038_downloads_wet_wet_raod_28.jpg,training_data/scene_classifier/train/wet_road/0047_038_downloads_wet_wet_raod_28.jpg
test,wet_road,be304b1bf11e3c1a040e5841adfe32be7bd3cc887a0c7033b5768411368d2183,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\wet_road\039_downloads_wet_wet_raod_15.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/validation/wet_road/039_downloads_wet_wet_raod_15.jpg,training_data/scene_classifier/test/wet_road/0048_039_downloads_wet_wet_raod_15.jpg
train,wet_road,c28fd5df81341f629e87c851abc85c281018d116cb993d557c15c0ecf17035b5,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\wet_road\006_wet road _3.jpg,training_data/road_scene_classifier/train/wet_road/006_wet road _3.jpg,training_data/scene_classifier/train/wet_road/0049_006_wet road _3.jpg
train,wet_road,c7e620e40a0cee6279a80544eec446a82338100c372571aebab0e24d66f39311,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\wet_road\040_downloads_wet_wet_raod_40.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/validation/wet_road/040_downloads_wet_wet_raod_40.jpg,training_data/scene_classifier/train/wet_road/0050_040_downloads_wet_wet_raod_40.jpg
train,wet_road,d527d35f74e631fb75921e82cfcd6138c95139e9b0fa76b98ad5f566e4435477,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\wet_road\041_downloads_wet_wet_raod_12.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/validation/wet_road/041_downloads_wet_wet_raod_12.jpg,training_data/scene_classifier/train/wet_road/0051_041_downloads_wet_wet_raod_12.jpg
test,wet_road,da88c738cbbf8f39b330410c47858603f44a2883e95a073298ff7da027059168,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\042_downloads_wet_wet_raod_17.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/wet_road/042_downloads_wet_wet_raod_17.jpg,training_data/scene_classifier/test/wet_road/0052_042_downloads_wet_wet_raod_17.jpg
