action,filename,depth_cm,old_depth,source
added,20.02cm_1.jpg,20.02,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.02cm.jpg
added,20.03cm_1.jpg,20.03,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.03cm.jpg
added,20.04cm_1.jpg,20.04,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.04cm.jpg
added,20.05cm_1.jpg,20.05,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.05cm.jpg
added,20.06cm_1.jpg,20.06,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.06cm.jpg
added,20.07cm_1.jpg,20.07,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.07cm.jpg
added,20.08cm.png,20.08,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.08cm.png
added,20.09cm_1.jpg,20.09,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.09cm.jpg
added,20.0cm_1.jpg,20.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.0cm.jpg
added,20.10cm_1.jpg,20.10,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.10cm.jpg
added,20.11cm_1.jpg,20.11,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.11cm.jpg
added,20.12cm.jpg,20.12,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.12cm.jpg
added,20.13cm_1.jpg,20.13,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.13cm.jpg
added,20.14cm_1.jpg,20.14,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.14cm.jpg
added,20.15cm_1.jpg,20.15,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.15cm.jpg
added,20.16cm.jpg,20.16,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.16cm.jpg
added,20.17cm_1.jpg,20.17,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.17cm.jpg
added,20.18cm_1.jpg,20.18,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.18cm.jpg
added,20.19cm_1.jpg,20.19,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.19cm.jpg
added,20.1cm_1.jpg,20.10,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.1cm.jpg
added,20.20cm_1.jpg,20.20,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.20cm.jpg
added,20.21cm.jpg,20.21,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.21cm.jpg
added,20.22c.jpg,20.22,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.22c.jpg
added,20.24cm.jpg,20.24,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.24cm.jpg
added,20.25cm.jpg,20.25,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.25cm.jpg
added,20.26cm.jpg,20.26,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.26cm.jpg
added,20.27cm.jpg,20.27,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.27cm.jpg
added,20.28cm.jpg,20.28,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.28cm.jpg
added,20.29cm.jpg,20.29,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.29cm.jpg
added,20.2cm_1.jpg,20.20,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.2cm.jpg
added,20.30cm.jpg,20.30,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.30cm.jpg
added,20.31cm.jpg,20.31,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.31cm.jpg
added,20.32cm.jpg,20.32,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.32cm.jpg
added,20.33cm.jpg,20.33,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.33cm.jpg
added,20.3cm.jpg,20.30,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20.3cm.jpg
added,20cm_1.jpg,20.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\20cm.jpg
added,22.50cm_1.jpg,22.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\22.50cm.jpg
added,22.51cm.jpg,22.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\22.51cm.jpg
added,22.52cm.jpg,22.52,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\22.52cm.jpg
added,22.53cm.jpg,22.53,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\22.53cm.jpg
added,22.54cm.jpg,22.54,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\22.54cm.jpg
added,22.55cm.jpg,22.55,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\22.55cm.jpg
added,22.56cm.jpg,22.56,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\22.56cm.jpg
added,22.57cm.jpg,22.57,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\22.57cm.jpg
added,22.5cm.png,22.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\22.5cm.png
added,25.00cm_1.jpg,25.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\25.00cm.jpg
added,25.01cm.jpg,25.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\25.01cm.jpg
added,25.02cm.jpg,25.02,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\25.02cm.jpg
added,25.03cm.png,25.03,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\25.03cm.png
added,25.0cm_1.jpg,25.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\25.0cm.jpg
added,25cm.png,25.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\25cm.png
added,27.50cm.png,27.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\27.50cm.png
added,27.51cm.png,27.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\27.51cm.png
added,27.52cm_1.jpg,27.52,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\27.52cm.jpg
added,27.5cm.jpg,27.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\27.5cm.jpg
added,2cm.jpg,2.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\2cm.jpg
added,30.0cm.png,30.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\30.0cm.png
added,30cm_1.png,30.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\30cm.png
added,32.0cm.jpg,32.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\32.0cm.jpg
added,32.50cm_1.jpg,32.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\32.50cm.jpg
added,32.51cm_1.jpg,32.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\32.51cm.jpg
added,32.52cm_1.jpg,32.52,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\32.52cm.jpg
added,32.5cm_1.jpg,32.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\32.5cm.jpg
added,32cm.jpg,32.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\32cm.jpg
added,35.00cm.jpg,35.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\35.00cm.jpg
added,35.01cm.png,35.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\35.01cm.png
added,35.0cm_1.png,35.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\35.0cm.png
added,35cm.jpg,35.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\35cm.jpg
added,37.50cm.png,37.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.50cm.png
added,37.51cm_1.jpg,37.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.51cm.jpg
added,37.52cm.jpg,37.52,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.52cm.jpg
added,37.53cm.jpg,37.53,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.53cm.jpg
added,37.54cm.jpg,37.54,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.54cm.jpg
added,37.55cm.jpg,37.55,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.55cm.jpg
added,37.56cm.jpg,37.56,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.56cm.jpg
added,37.57cm.jpg,37.57,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.57cm.jpg
added,37.58cm.png,37.58,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.58cm.png
added,37.5cm_1.jpg,37.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\37.5cm.jpg
added,40cm.png,40.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\40cm.png
added,42.5.jpg,42.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\42.5.jpg
added,42.50cm_1.jpg,42.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\42.50cm.jpg
added,42.51cm.jpg,42.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\42.51cm.jpg
added,42.51cm_1.png,42.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\42.51cm.png
added,42.52cm_1.jpg,42.52,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\42.52cm.jpg
added,42.53cm_1.jpg,42.53,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\42.53cm.jpg
added,45cm.jpg,45.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\45cm.jpg
added,47.50cm.png,47.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\47.50cm.png
added,47.5cm.jpg,47.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\47.5cm.jpg
added,5.0cm.jpg,5.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\5.0cm.jpg
added,50.00cm.jpg,50.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\50.00cm.jpg
added,50.01cm.jpg,50.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\50.01cm.jpg
added,50.02cm.jpg,50.02,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\50.02cm.jpg
added,50.03cm.jpg,50.03,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\50.03cm.jpg
added,50.04cm.jpg,50.04,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\50.04cm.jpg
added,50.0cm.png,50.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\50.0cm.png
added,50cm.jpg,50.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\50cm.jpg
added,52.51cm.png,52.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\52.51cm.png
added,52.5cm.jpg,52.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\52.5cm.jpg
added,55.00cm.jpg,55.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\55.00cm.jpg
added,55.0cm.png,55.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\55.0cm.png
added,55cm_1.jpg,55.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\55cm.jpg
added,57.5cm.jpg,57.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\57.5cm.jpg
added,60.01cm.png,60.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\60.01cm.png
added,60.02cm.jpg,60.02,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\60.02cm.jpg
added,60.0cm.png,60.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\60.0cm.png
added,60cm_1.jpg,60.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\60cm.jpg
added,65.0cm.png,65.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\65.0cm.png
added,65cm.png,65.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\65cm.png
added,70.01cm.jpg,70.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\70.01cm.jpg
added,70.02cm.png,70.02,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\70.02cm.png
added,70.03cm.png,70.03,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\70.03cm.png
added,70.0cm.png,70.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\70.0cm.png
added,70cm_1.jpg,70.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\70cm.jpg
added,75.0cm.png,75.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\75.0cm.png
added,75cm.jpg,75.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\75cm.jpg
added,77.5cm.jpg,77.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\77.5cm.jpg
added,80.0cm.png,80.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\80.0cm.png
added,80cm.png,80.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\80cm.png
added,82.5cm.jpg,82.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\82.5cm.jpg
added,85.0cm.jpg,85.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\85.0cm.jpg
added,85cm.png,85.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\85cm.png
added,87.50cm.png,87.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\87.50cm.png
added,87.51cm.png,87.51,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\87.51cm.png
added,87.52cm.png,87.52,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\87.52cm.png
added,87.5cm.png,87.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\87.5cm.png
added,90.00cm.jpg,90.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90.00cm.jpg
added,90.01cm.jpg,90.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90.01cm.jpg
added,90.02cm.jpg,90.02,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90.02cm.jpg
added,90.03cm.jpg,90.03,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90.03cm.jpg
added,90.04cm.jpg,90.04,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90.04cm.jpg
added,90.05cm.jpg,90.05,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90.05cm.jpg
added,90.06cm.jpg,90.06,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90.06cm.jpg
added,90.07cm.jpg,90.07,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90.07cm.jpg
added,90.0cm.png,90.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90.0cm.png
added,90cm.jpg,90.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90cm.jpg
added,90cm.png,90.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\90cm.png
added,95.0cm.jpg,95.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\95.0cm.jpg
added,95cm.jpg,95.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\95cm.jpg
added,97.5cm.png,97.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day2\Day 2 photo and depth\97.5cm.png
added,107cm.png,107.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\107cm.png
added,115.5cm.png,115.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\115.5cm.png
added,115cm.jpg,115.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\115cm.jpg
added,120.0cm.png,120.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\120.0cm.png
added,120cm.png,120.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\120cm.png
added,130cm.png,130.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\130cm.png
added,13cm.jpg,13.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\13cm.jpg
added,140cm_1.png,140.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\140cm.png
added,145cm.jpg,145.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\145cm.jpg
added,15.01cm.png,15.01,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\15.01cm.png
added,15.0cm.png,15.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\15.0cm.png
added,15cm_2.jpg,15.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\15cm.jpg
added,17.5cm.png,17.50,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\17.5cm.png
added,17cm.png,17.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\17cm.png
added,18cm.png,18.00,,C:\Users\pooja\copilot-worktrees\flood-depth-estimator\kaumod-automatic-barnacle\reports\new_labels\day1\Day 1 photos and depth\18cm.png
