"split","scene_class","source_path","dataset_path"
"validation","meaningful_flood","training_data\images\25.06cm.jpg","training_data\road_scene_classifier\validation\meaningful_flood\165_25.06cm.jpg"
"validation","meaningful_flood","training_data\images\25.0cm.jpg","training_data\road_scene_classifier\validation\meaningful_flood\166_25.0cm.jpg"
"validation","meaningful_flood","training_data\images\25.0cm.png","training_data\road_scene_classifier\validation\meaningful_flood\167_25.0cm.png"
"validation","meaningful_flood","training_data\images\25.0cm_1.jpg","training_data\road_scene_classifier\validation\meaningful_flood\168_25.0cm_1.jpg"
"validation","meaningful_flood","training_data\images\25.0cm_2.jpg","training_data\road_scene_classifier\validation\meaningful_flood\169_25.0cm_2.jpg"
"validation","meaningful_flood","training_data\images\25.5cm.jpg","training_data\road_scene_classifier\validation\meaningful_flood\170_25.5cm.jpg"
"test","meaningful_flood","training_data\images\25cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\171_25cm.jpg"
"test","meaningful_flood","training_data\images\25cm.png","training_data\road_scene_classifier\test\meaningful_flood\172_25cm.png"
"test","meaningful_flood","training_data\images\25cm_1.png","training_data\road_scene_classifier\test\meaningful_flood\173_25cm_1.png"
"test","meaningful_flood","training_data\images\26cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\174_26cm.jpg"
"test","meaningful_flood","training_data\images\27.50cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\175_27.50cm.jpg"
"test","meaningful_flood","training_data\images\27.50cm.png","training_data\road_scene_classifier\test\meaningful_flood\176_27.50cm.png"
"test","meaningful_flood","training_data\images\27.51cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\177_27.51cm.jpg"
"test","meaningful_flood","training_data\images\27.51cm.png","training_data\road_scene_classifier\test\meaningful_flood\178_27.51cm.png"
"test","meaningful_flood","training_data\images\27.52cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\179_27.52cm.jpg"
"test","meaningful_flood","training_data\images\27.52cm_1.jpg","training_data\road_scene_classifier\test\meaningful_flood\180_27.52cm_1.jpg"
"test","meaningful_flood","training_data\images\27.53cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\181_27.53cm.jpg"
"test","meaningful_flood","training_data\images\27.54cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\182_27.54cm.jpg"
"test","meaningful_flood","training_data\images\27.55cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\183_27.55cm.jpg"
"test","meaningful_flood","training_data\images\27.56cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\184_27.56cm.jpg"
"test","meaningful_flood","training_data\images\27.57cm.png","training_data\road_scene_classifier\test\meaningful_flood\185_27.57cm.png"
"test","meaningful_flood","training_data\images\27.58cm.png","training_data\road_scene_classifier\test\meaningful_flood\186_27.58cm.png"
"test","meaningful_flood","training_data\images\27.59cm.png","training_data\road_scene_classifier\test\meaningful_flood\187_27.59cm.png"
"test","meaningful_flood","training_data\images\27.5cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\188_27.5cm.jpg"
"test","meaningful_flood","training_data\images\27.5cm.png","training_data\road_scene_classifier\test\meaningful_flood\189_27.5cm.png"
"test","meaningful_flood","training_data\images\27.60cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\190_27.60cm.jpg"
"test","meaningful_flood","training_data\images\27.61cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\191_27.61cm.jpg"
"test","meaningful_flood","training_data\images\27.62cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\192_27.62cm.jpg"
"test","meaningful_flood","training_data\images\27.63cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\193_27.63cm.jpg"
"test","meaningful_flood","training_data\images\27.64cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\194_27.64cm.jpg"
"test","meaningful_flood","training_data\images\27.65cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\195_27.65cm.jpg"
"test","meaningful_flood","training_data\images\27.66cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\196_27.66cm.jpg"
"test","meaningful_flood","training_data\images\27.6cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\197_27.6cm.jpg"
"test","meaningful_flood","training_data\images\30.00.jpg","training_data\road_scene_classifier\test\meaningful_flood\198_30.00.jpg"
"test","meaningful_flood","training_data\images\30.01cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\199_30.01cm.jpg"
"test","meaningful_flood","training_data\images\30.02cm.jpg","training_data\road_scene_classifier\test\meaningful_flood\200_30.02cm.jpg"
"train","dry_road","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\evaluation_data\atharva_manual_tests\images\dry road _1.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\010_atharva_dry road _1.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_33.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\001_downloads_dry_dry_raod_33.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_09.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\002_downloads_dry_dry_raod_09.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_32.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\003_downloads_dry_dry_raod_32.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_01.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\004_downloads_dry_dry_raod_01.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_11.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\005_downloads_dry_dry_raod_11.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_08.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\006_downloads_dry_dry_raod_08.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_24.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\007_downloads_dry_dry_raod_24.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_23.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\008_downloads_dry_dry_raod_23.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_19.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\009_downloads_dry_dry_raod_19.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_45.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\010_downloads_dry_dry_raod_45.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_04.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\011_downloads_dry_dry_raod_04.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_22.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\012_downloads_dry_dry_raod_22.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_41.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\013_downloads_dry_dry_raod_41.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_37.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\014_downloads_dry_dry_raod_37.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_15.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\015_downloads_dry_dry_raod_15.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_21.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\016_downloads_dry_dry_raod_21.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_26.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\017_downloads_dry_dry_raod_26.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_13.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\018_downloads_dry_dry_raod_13.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_38.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\019_downloads_dry_dry_raod_38.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_17.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\020_downloads_dry_dry_raod_17.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_31.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\021_downloads_dry_dry_raod_31.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_03.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\022_downloads_dry_dry_raod_03.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_35.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\023_downloads_dry_dry_raod_35.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_12.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\024_downloads_dry_dry_raod_12.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_14.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\025_downloads_dry_dry_raod_14.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_39.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\026_downloads_dry_dry_raod_39.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_18.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\027_downloads_dry_dry_raod_18.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_28.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\028_downloads_dry_dry_raod_28.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_20.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\029_downloads_dry_dry_raod_20.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_06.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\030_downloads_dry_dry_raod_06.jpg"
"train","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_29.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\dry_road\031_downloads_dry_dry_raod_29.jpg"
"validation","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_34.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\dry_road\032_downloads_dry_dry_raod_34.jpg"
"validation","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_36.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\dry_road\033_downloads_dry_dry_raod_36.jpg"
"validation","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_10.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\dry_road\034_downloads_dry_dry_raod_10.jpg"
"validation","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_30.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\dry_road\035_downloads_dry_dry_raod_30.jpg"
"validation","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_25.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\dry_road\036_downloads_dry_dry_raod_25.jpg"
"validation","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_43.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\dry_road\037_downloads_dry_dry_raod_43.jpg"
"test","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_07.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\dry_road\038_downloads_dry_dry_raod_07.jpg"
"test","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_05.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\dry_road\039_downloads_dry_dry_raod_05.jpg"
"test","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_40.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\dry_road\040_downloads_dry_dry_raod_40.jpg"
"test","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_44.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\dry_road\041_downloads_dry_dry_raod_44.jpg"
"test","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_02.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\dry_road\042_downloads_dry_dry_raod_02.jpg"
"test","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_42.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\dry_road\043_downloads_dry_dry_raod_42.jpg"
"test","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_16.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\dry_road\044_downloads_dry_dry_raod_16.jpg"
"test","dry_road","C:\Users\abhij\Downloads\dry_road\dry_raod_27.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\dry_road\045_downloads_dry_dry_raod_27.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_01.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\001_downloads_wet_wet_raod_01.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_05.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\002_downloads_wet_wet_raod_05.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_47.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\003_downloads_wet_wet_raod_47.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_36.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\004_downloads_wet_wet_raod_36.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_49.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\005_downloads_wet_wet_raod_49.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_25.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\006_downloads_wet_wet_raod_25.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_03.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\007_downloads_wet_wet_raod_03.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_43.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\008_downloads_wet_wet_raod_43.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_45.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\009_downloads_wet_wet_raod_45.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_34","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\010_downloads_wet_wet_raod_34.webp"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_09.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\011_downloads_wet_wet_raod_09.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_07.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\012_downloads_wet_wet_raod_07.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_16.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\013_downloads_wet_wet_raod_16.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_19.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\014_downloads_wet_wet_raod_19.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_26.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\015_downloads_wet_wet_raod_26.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_44.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\016_downloads_wet_wet_raod_44.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_14.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\017_downloads_wet_wet_raod_14.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_06.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\018_downloads_wet_wet_raod_06.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_41.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\019_downloads_wet_wet_raod_41.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_21.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\020_downloads_wet_wet_raod_21.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_22.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\021_downloads_wet_wet_raod_22.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_08.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\022_downloads_wet_wet_raod_08.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_38.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\023_downloads_wet_wet_raod_38.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_42.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\024_downloads_wet_wet_raod_42.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_50.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\025_downloads_wet_wet_raod_50.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_10.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\026_downloads_wet_wet_raod_10.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_46.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\027_downloads_wet_wet_raod_46.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\-rain-soaked-street-nighttime-vehicles-driving-puddles.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\028_downloads_wet_-rain-soaked-street-nighttime-vehicles-driving-puddles.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_13.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\029_downloads_wet_wet_raod_13.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_23.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\030_downloads_wet_wet_raod_23.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_18.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\031_downloads_wet_wet_raod_18.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_48.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\032_downloads_wet_wet_raod_48.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_04.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\033_downloads_wet_wet_raod_04.jpg"
"train","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_29.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\wet_road\034_downloads_wet_wet_raod_29.jpg"
"validation","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_20.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\wet_road\035_downloads_wet_wet_raod_20.jpg"
"validation","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_39.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\wet_road\036_downloads_wet_wet_raod_39.jpg"
"validation","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_27.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\wet_road\037_downloads_wet_wet_raod_27.jpg"
"validation","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_28.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\wet_road\038_downloads_wet_wet_raod_28.jpg"
"validation","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_15.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\wet_road\039_downloads_wet_wet_raod_15.jpg"
"validation","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_40.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\wet_road\040_downloads_wet_wet_raod_40.jpg"
"validation","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_12.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\wet_road\041_downloads_wet_wet_raod_12.jpg"
"test","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_17.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\wet_road\042_downloads_wet_wet_raod_17.jpg"
"test","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_11.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\wet_road\043_downloads_wet_wet_raod_11.jpg"
"test","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_37.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\wet_road\044_downloads_wet_wet_raod_37.jpg"
"test","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_31.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\wet_road\045_downloads_wet_wet_raod_31.jpg"
"test","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_33.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\wet_road\046_downloads_wet_wet_raod_33.jpg"
"test","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_32.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\wet_road\047_downloads_wet_wet_raod_32.jpg"
"test","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_30.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\wet_road\048_downloads_wet_wet_raod_30.jpg"
"test","wet_road","C:\Users\abhij\Downloads\wetRoad\wet_raod_24.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\wet_road\049_downloads_wet_wet_raod_24.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_07.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\101_downloads_shallow_shallow_07.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_11.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\102_downloads_shallow_shallow_11.jpg"
